author,comment,likes,published_at
@kurangturu6060,dan negara hanya diam,0,2025-05-05T13:48:13Z
@tinariana6527,Knapa orang pda bodoh bnget halo saudraku pleas deh pikir2 dulu ..dg no hp udah kthuan semua word is meaning Dunia mata indra yg sangat pnting,0,2025-05-05T13:45:26Z
@shadow-v9f,"ini pakar apaan cuk kalau marketing bilang aja instal app lalu dapat crypto, ga perlu pake retina segala",0,2025-05-05T13:43:40Z
@azhanreal9468,bukti pemerintah Gagal.,35,2025-05-05T13:42:19Z
@Mosad141,Semoga bukan produk tuk kepentingan genosida,0,2025-05-05T13:39:56Z
@greisboy425,"ngak apa apa, daripada kasih ke kominfo ngak dapat apa apa.",1,2025-05-05T13:39:10Z
@indrams2433,"TERIMAKASIH JOKOWIIIIII....
INILAH HASIL KERJAMU 10 TAHUN....😢😢😢",0,2025-05-05T13:38:47Z
@widodosetiyosetiyo856,sebantar lagi  roysakti akan di ulas,0,2025-05-05T13:35:39Z
@ndaslaler55,yang salah bukan rakyatnya tapi pemerintahnya yg gak mampu melindungi rakyatnya,31,2025-05-05T13:32:38Z
@iqooz7ku,"y karna mreka terpojok butuh uang buat menghidupi anak istri
pmrintah mlh sibuk kekuasaan + cari cara krupsi biar aman",0,2025-05-05T13:27:10Z
@Kusuma16967,Makin rusak ni negara Astaghfirullah,0,2025-05-05T13:26:53Z
@KI-XATAN666,"nyari kerja susah tambah banyak persyaratan nya,jadi mau gk mau rakyat mau",1,2025-05-05T13:24:54Z
@bebekmerem4514,Negara gagal mensejahterakan dan mencerdaskan rakyat,1,2025-05-05T13:21:29Z
@etexxkairaphasya783,Apakah negara tidak malu dengan kejadian ini ? Dan apakah  MPR dan DPR  tidak malu dengan ke jadian ini ? Rakyat kesulitan hidup sampai seperti ini,15,2025-05-05T13:17:19Z
@kidsaninyafamily8738,ini konspirasi Barat. Agar Keamanan Suatu negara bisa mendeteksi sangat Akurat Orang-orang yg telah merekam retina matanya. kalau Sidik jari itu masih bisa di Manipulasi Sistemnya. Tapi klw Retina mata itu Sulit utk Merubah menganti identitas orang tersebut yg telah merekam retinanya. Jadi Manusia ini mulai mnjd Objek Seperti Robot.. yg bisa di Deteksi oleh Sistem.,28,2025-05-05T13:12:04Z
@billypratama2217,"Jangan kan cuma retina klo ginjal bisa di perjual belikan secara legal juga banyak yg mau jual, termasuk gw ...",4,2025-05-05T12:33:39Z
@takimbul7856,Pada intinya pengen di bagi dua penghasilan nyah 😅😅😅,1,2025-05-05T12:24:22Z
@RendySamosir-i7w,Korban pinjol semua,9,2025-05-05T12:22:52Z
@ImbronNXP,Kepolisian harus tindak tegas donk kalau ada potensi untuk merugikan masyarakat..,0,2025-05-05T12:17:02Z
@Riko-z3c,"Saya sudah mendaftar. Ketahuilan di dalam app World tsb tersedia hapus akun. Namun, rekam retina mata TIDAK AKAN bisa dihapus dan saya sangat menyesal. Sayangi data anda, terlebih retina mata",0,2025-05-05T12:13:12Z
@HanifMaulanaChanel,"Hati-hati sekali download aplikasi data data kita di hp kena, ada data rekening bang, pin bank, email, pin email, habis dikuras sekali klik ngerekam data data kita bisa jadi, kalau hp kosongan gpp karena pin dan password kita simpan di hp lain.",1,2025-05-05T12:11:06Z
@sitorsitumorang2085,Jawaban Jaka sembung bawa golok,0,2025-05-05T12:09:20Z
@bensonjb4894,"Bukti nyata ekonomi Indonesia lagi krisis bukan cuma sakit tapi sekarat, namun tetap saja pemerintah cuek cuek",2,2025-05-05T12:02:33Z
@xsnckp,"jenius ceo openAI, memerangkap orang miskin menggunakan uang 👏",53,2025-05-05T12:02:17Z
@hirokitaka-h6b,"ngeriii tiba² di tagih hutang oleh bank asing, udah kismin terpaksa jual aset lunasi hutang di word crypto",0,2025-05-05T12:00:40Z
@Solikhin-z3p,"Ini aplikasi intelejen luar, untuk kepentingannya. Dg cr mencari data informasi melalui retina mata.",9,2025-05-05T11:59:48Z
@tapchannel95,Abis kena hack nanti 😂😂 kok orang Indonesia gk pinter2  jelas ini pencurian data nanti,1,2025-05-05T11:59:38Z
@andriyansyah2477,bodo amat,1,2025-05-05T11:44:50Z
@pandiajah5814,"Orang indonesia mah gampang ka olo ,",0,2025-05-05T11:40:18Z
@auron7361,Pemerintahnya diam aja kan gblkk,0,2025-05-05T11:34:09Z
@brader911,Inilah tanda2 pemerintah sdh tdk mampu menolong rakyatnya sendiri byk yg miskin dan penggangguran😅,70,2025-05-05T11:33:09Z
@onii1175,Bahaya lohhh,8,2025-05-05T11:28:43Z
@mooringland2646,YANG BILANG TAKUT DATA KITA GAK AMAN.. PERTANYAANNYA.. MEMANG DATA KITA SELAMA INI MASIH AMAN?.. KEMARIN 2X DI JEBOL HACKER DIJUAL YAKIN DATA KALIAN GAK TERMASUK😂,22,2025-05-05T11:27:57Z
@R0CKS_D_XEBEC-w6b,Karena negara gagal memberikan lapangan pekerjaan seluas luasnya itulah efeknya,75,2025-05-05T11:19:13Z
@NewKidsOnTheFrags,"Kegagalan pemerintah mensejahterakan rakyat, dan ketidak mampuan pemerintah mendidik rakyat. Akibatnya rakyat mudah dieksploitasi hanya demi segelintir uang yg tak seberapa.",10,2025-05-05T11:10:52Z
@alba4994,Ga ada makan siang gratis.. ingat itu,13,2025-05-05T11:10:52Z
@pampam-tu8hj,Yang penting dapet duit....,2,2025-05-05T11:10:39Z
@NurhayatiLilis-zn2nb,"#kasihan RAKYAT INDONESIA KEKURANGAN UANG
UANG RAKYAT #APBN habis utk kasih makan penguasa dan pejabat😢😢😢😢 akhirnya jual #RETINA MATA",0,2025-05-05T11:10:34Z
@NugrohoMuhammadIkhsan-v4t,"Gw bingung sama rakyat sekarang...
Demi uang apapun dilakukan demi aplikasi 
Gak liat resikonya.kalau data pribadi sewaktu waktu dimanfaatkan.rakyat baru sadar",17,2025-05-05T11:09:48Z
@HarunAlkhafiz,Hati hati kedepannya,25,2025-05-05T11:09:44Z
@HarunAlkhafiz,Naujubillaah,1,2025-05-05T11:09:30Z
@Muhartonomuhartono,Yang oenting apa tindakan pemda dan aparay hukum,1,2025-05-05T11:08:36Z
@dinoseus2734,Jawaban dari pakar kayak gini 😂,1,2025-05-05T11:04:07Z
@andisutanto7536,"Mtar ketika anda punya duit di bank atau aplikasi bakal dikuras pake akses retina mu sendiri, senjata makan tuan...",27,2025-05-05T11:00:15Z
@agussalim2705,"Pertanyaan nya : Tujuan mereka minta data kita Apa? Sampe mereka reLa membayar kita, dan keuntungan buat mereka apa dari Data kita ??,  
soalnya kurang logis penjelasan nya kalo memang itu Gimik marketing",20,2025-05-05T10:54:54Z
@RizkyPratama-j1u,"RAKYAT MISKIN DI INDONESIA 
90 PERSEN....AKIBAT DIKORUPSI ASN.DPR.TNI.POLRI.DPRD.DPR.BUPATI GUBERNUR",0,2025-05-12T12:22:44Z
@masturmeot8797,"Gw ikut tuh..  gw percaya Sam altman orang baik menglotorkan dana 30 triliun dgn cuma2...  
Orang indonesia yang katanya hartanya triliunan malah sering nyushin...
Pejabatnya malah sering poya poaya didepan orang susah.
 apalagi sekarang pajak naik 12% gw beli ayam goreng distasiun harganya 15rb ko jadi 16,5rb katanya ama pajak.. kalo dikali 1jt orang berpa..
Makanya gw lebih percaya Sam altman...  30 T tampa embel2..",0,2025-05-12T08:46:44Z
@JimmyWijaya-v3p,"Lebay gak berkwalitas berita rendah 
Tempat usaha hiburan malam sedia fasilitas narkoba milik Tiongkok sudah tdk ada lg di DKI Jakarta bila ada maka jendral yg bertugas di wilayah tersebut siap di ambil kornea mata karna tdk bisa melihat adanya peredaran narkoba yg sudah puluhan tahun beroperasi 😂😂😂",0,2025-05-11T21:25:29Z
@Neon77Jep,Metro tv mau bangkrut  mau minta jatah sm world 😅,0,2025-05-10T11:01:10Z
@Anoy-q3s,Indonesia Emas 🤣🤣🤣,0,2025-05-10T09:48:45Z
@lailaalendes8106,Siapa atau apa bukti yang dapat menjamin bahwa data retina mata itu akan di hapus oleh pihak perusahaan tersebut ? sedangkan orang awam mayoritas tidak memahami tentang system yg mereka buat n mereka gunakan (bertanya dengan nada lembut karena tidak faham jg),0,2025-05-09T13:49:54Z
@koteng306,Knapa stelah viral dibekukan bukan pas mau buka gimna ni pejabat kominfo parah,0,2025-05-09T06:03:23Z
@vicensiaintan.pradipta,Ingin sekali mencela negara ini....saya sampai saat ini hidup susah....nyari kerja susah....,0,2025-05-09T01:41:16Z
@ahmadfaisal2542,"Pemerintah kita itu BUTA Teknologi.
🤣🤣🤣",0,2025-05-07T13:36:04Z
@maulida610,"See., demi duit, jual diri jual data jual suara., konoha emang kera🐒s 😢 yg penting bisa makan gitu kan konsepnya., sanking miskinnya.,",0,2025-05-07T10:26:51Z
@gajahsaktiputranganjuk8329,"Habis ini data pribadi kebobolan pada nangis,,,,,,,",0,2025-05-07T09:14:10Z
@Ahmad.rrzinn,Udah kaya di film2 fiksi holywod,0,2025-05-07T06:04:38Z
@FaujiAbdillah,"Bukti REZIM cuma mikirin MBG yg GAK GUNA,,,!!!

Logikanya,masa mereka bisa smpe sewa kantor klo blm dpet ijin,,,palagi klao cuma soal ijin yg UUD,,,ujung2nya DUIT!!!

Kaya Negara gak ngejual Data Rakyatnya aja,banyak kejadian kan data bocor,,,, buat Pinjol utamanya,,,",0,2025-05-07T06:00:53Z
@aguzvianzyah8756,semua gara2 mulyono,0,2025-05-07T04:43:03Z
@thewijayarefi,World buka di kalimantan dong,0,2025-05-07T04:00:07Z
@yodianto,di pemerintahan aja sdmnya begini😂,0,2025-05-07T03:59:44Z
@thewijayarefi,"Yuk ramai2 pindai retina mata kita,",0,2025-05-07T03:59:42Z
@thewijayarefi,Boleh tu,0,2025-05-07T03:59:08Z
@InsectGuru,"Jangan woiii itu termasuk mining data apalagi retina , mahal itukalo dijual lagi 🤣",0,2025-05-07T02:43:56Z
@putrarom_,"ga mungkin di hapus lah,.. no freelunch,.. mau aja dibodohin",0,2025-05-07T02:19:02Z
@putrarom_,"makin mudah pemetaan di Indonesia,.. gara2 jual data",0,2025-05-07T02:17:48Z
@IrwanaPutra,👍,0,2025-05-07T02:06:17Z
@supruyadu5195,"iya itu cerminan pada pemimpin bangsa ini, demi jabatan mereka rela sikut sikutan / korupsi besar-besaran /menyalahgunakan wewenang / sebagainya, ya rakyat jelata wajarlah demi rupiah rela serahkan data retina.....

emangnya di jamin apa menjadi penduduk indonesia?",0,2025-05-07T01:56:12Z
@fransbudiman386,potret kemiskinan rela jual data porensik tanpa jual mata,0,2025-05-07T01:49:47Z
@idawiyasih5473,Tidak ada yg gratis di dunia ini  apalagi memberikan imbalan terlebih dahulu pasti ada sesuatu yg mau diambil.itu logika saya,0,2025-05-07T01:46:33Z
@BrunoMask-o6t,"Gak usah kebanyakan omon omon apa orang"" kaya pejabat ikut scan retina kenapa di banyak negara aplikasi ini dilarang apakah pemerintah negara tsb lebih bodoh dari anda ... Sedia payung sebelum hujan pakai payung aja masih basah juga kalo hujan deres",0,2025-05-07T00:45:36Z
@MuhammadAzam-o8h7h,"Emang tolol pemerintah, itu perusahaan udah ada dari bulan november kemarin. Masa baru sekarang dipermasalahkan. Tutup mata apa gimana itu pemerintah?? Polisi juga udah banyk ko yang scan mata disitu.",0,2025-05-06T23:36:23Z
@HibanTamami89,Karna Indonesia sudah di ambang kehancuran ekonomi di bawah miskin tp para pejabatny hobi korupsi bahkn skrg pajak smua naik,0,2025-05-06T23:30:08Z
@RakyatMerdeka45,10 tahun,0,2025-05-06T22:54:12Z
@SobatNangka,Apa itu data retina ?,0,2025-05-06T22:51:47Z
@ratueka6476,Intinya data dirimu itu d retas secara halus ..g ada namanya kasih uang gratis. Klu negara lain tidak memperbolehkan 😅😅 lalu dsni boleh karena apa YA IMING2 UANG,0,2025-05-06T22:08:24Z
@HilariusLaoli,Lapangan pekerjan susah,0,2025-05-06T21:52:08Z
@AQ.Jaelani_Official,"Bukti nyata ekonomi yang meroket, lapangan kerja melimpah, pengangguran nihil, orang miskin tidak ada, dan semua masyarakat sejahtera. Sampai2 perusahaan aplikasi membagikan uang secara instan.",0,2025-05-06T21:20:14Z
@apeiye,"Di BEBERAPA NEGARA BARAT MENGECAM / DI LARANG demi KEAMANAN PRIVACY... ( di SALAH GUNAKAN ) orang"" BERDUIT yang main CRYPTO,... murah banged DATA RETINA di JUAL 300-500Rb buat kepentingan Orang-Orang berduit.",0,2025-05-06T20:58:09Z
@fadilusman4012,PANTESAN DI SEBUT SDM RENDAH DAN IQ NYA MASIH DI BAWAH RATA2 LAH WONG PEMERINTAH SUDAH BIKIN RAKYATNYA BODOH2 DAN TERBUKTI RAKYAT INDONESIA GAMPANG SEKALI DI KIBULI 😂😂😂😂,0,2025-05-06T15:41:25Z
@FajarLubis-x6w,Saya minat karna sy g main bang..😂,0,2025-05-06T15:15:24Z
@FajarLubis-x6w,Bukty yata pemerintah tak mampu melindungi rakyatya...,0,2025-05-06T15:13:15Z
@njep_com,"Bukti nyata paceklik cari pekerjaan susah, kriminal bertambah,",0,2025-05-06T15:10:19Z
@koichifactor,Dari pada data di jual oleh komdigi lebih baik kita jual ke aplikasi,0,2025-05-06T15:02:21Z
@AhmadVikri-f3c,Kasian rakyat Indonesia,0,2025-05-06T14:55:29Z
@coplahngacoy5261,"kayaknya bakal jadi penipuan dikemudian hari,fakta nyata klo miskin mudah ditipu,its real😊",0,2025-05-06T14:49:46Z
@rekzaprokonveksisablon1278,"Data pribadi 😂😂😂😂😂😂
Pemerintah saja lalai menjaga data pribadi kita.",0,2025-05-06T14:25:29Z
@rekzaprokonveksisablon1278,"Rakyat rela jual data pribadi, pejabat rela jual negara kekayaan pribadi dan keluarganya",0,2025-05-06T14:23:17Z
@abdulkhalam3380,😢😢,0,2025-05-06T13:38:55Z
@mumunbocil7384,"Gua bener"" heran di jaman yg skrng ini kok msh gampangan aja gtu terseret org yg menjanjikan atau memberikan suatu keuntungan dengan cara mudah.
Apalagi lu dikasih duit sekian ratus ribu cuma scan mata !
Pemerintah aja klo ngasih bansos kudu ada bencana atau suatu hal yg membuat bantuan itu harus diberikan.
Lah ini ada perusahaan yg mau ngasih lu 800 rb dengan cara scan retina mata !dan lu mengira hal itu mereka lakukan dengan cuma"" ?ngaco otak lu ! Pasti ada suatu keuntungan yg diincar yaa nama'a juga perusahaan pasti butuh duit bos keuntunganlah yg dicari perusahaannya biar bisa jalan itu dia pnya perusahaan!.

Gua faham ,lu butuh duit buat makan .tapi situkan bisa berfikir gtu pake logika lah jaman skrng ngencing aja bayar bos!masa iya ada perusahaan mau ngasih lu 800 rb dengan cara scan retina mata dan tanpa ada timbal balik dari lu yg bisa dimanfaatkan!

Klo ternyata dari scan retina lu dibuat buat hal yg nanti bisa menyusahkan lu gmna? Yg mungkin bisa merugikan lu jauh lebih besar kerugian yg lu terima dibanding 800rb yg lu dapet?

Gini ajadah lu jadiin ini pengingat biar lu sadar gk ada yg cuma"" di jaman skrng ,pejabat ngasih bansos buat pencitraan naikin karir politik'a, youtuber ngasih bansos buat bikin konten ,stasiun tv ngasih bansos buat acara tv,kencing aja bayar bos bayar !...ahh lu masih aja mau dikadalin sama org berduit !
AYO SADAR""...",0,2025-05-06T13:19:29Z
@kangdianferdiansyah844,Kenapa baru sekarang kan itu sudah ada sebelum Corona,0,2025-05-06T12:38:59Z
@kkayasmaaaa,"emg bener apa kata world bank, cuma si keluarga mulyono tai bikin data palsu seakan akan negara baik2 aja pdhal mah kemiskinan udh parah",0,2025-05-06T12:32:36Z
@maulanaakhsan7133,Pakar jelasinnya kayak anak SD Yang kurang paham teknologi,0,2025-05-06T12:21:54Z
@riyancipta1317,"Kalau menurut gue. Orang orang yg oakai aplikasi world coin ini Ya Sah sah saja. Itu hak asasi mereka , selama ngak ganggu orang dan selama mereka senang ya silahkan. Urusan nanti data mereka Jebol ya pasti mereka udh tau konsekwensinya. Yg daftar kan ribuan orang , ya diantara Ribuan Orang itu bisa jadi ada korban phk, Atau yg sudah melamar pekerjaan blm dpt. Utk kebutuhan hidup walaupun nilai nya ngak sebety. Tapi di mata mereka itu besar. Belim tentu Pemerintah ngasih bantuan. Ini malah di tutup. 😅",0,2025-05-06T12:09:18Z
@asepsupriadi3001,Kegagalan pemerintah mengedukasi masyarakat tg bahaya pencurian data secara digital,0,2025-05-06T11:58:34Z
@lahemdoank1016,Digading serpong tangerang juga banyak warga yg sudah mendaftar dan dapt ung,0,2025-05-06T11:46:25Z
@pijarilham,Dari kejadian ini pemerintah harusnya sadar diri...betapa sulitnya kehidupan warga indonesia..cari kerja aja susah apa apa mesti bayar ...sadar diri kalian,0,2025-05-06T11:23:54Z
@JulHayatchannel2000,"Banyak di Sunter, kemayoran, kelapa gading, juga udh ada",0,2025-05-06T11:09:59Z
@Komangsagungdumadi,Jangan takut rakyatku... 🎉🎉🎉🎉,0,2025-05-06T10:48:45Z
@jossbegondoss,"Proyek world di buat oleh Sam Altman dia salah satu orang yang buat perushaan OpenAI, dan chatgpt yang kalian pakai itu salah satu produk nya .

Dan scan retina itu sebagai bentuk airdrop program world. Dia tidak memberi uang, tapi memberi world coin, itu adalah salah satu mata uang crypto.

Kurang tepat jika mereka kasih  uang😂. Mereka cuma kasih koin dari crypto yang mereka bikin.

Apakah scan retina bahaya? Yah. Tanya ChatGPT buatan dia 😂😂",0,2025-05-06T10:47:10Z
@hafizh_kashafa568,"Kalo menurut Kominfo berbahaya, harusnya perijinan world app di blok. Lah ini gerainya dimana-mana. 😂
Negara juga pasti dpt retribusi kaiii😅",0,2025-05-06T10:32:46Z
@pick-upartist8268,relate dengan 60% world bank,0,2025-05-06T10:32:46Z
@GSMUltra,"mau aman mau gk serah mereka ..
 aman gak aman tetep aja korupsi dan curang sudh ada di indonesia.. kita mikir bukan aman penting bisa makan .. 
Yg aman aja di colong lewat pejabat😂 lewat ma",0,2025-05-06T10:18:04Z
@Sutarto-s9i,kenapa di berikan bikin kantor pemerintah koq di bolehkan ya mana pasti cari keuntungan kelompok intinya utk apa aplikasi ini,0,2025-05-06T10:02:24Z
@nurhidayahindah6888,Ngapa pihak berwajib tidak mencegahnya,0,2025-05-06T10:01:30Z
@amatsardali8614,Nikmati pemimpin pilihanmu,0,2025-05-06T09:59:57Z
@RecsYoln,"DEMI RUPIAH, PEJABAT DAN KRONINYA KORUPSI MILLIARAN SETIAP HARI",0,2025-05-06T09:58:04Z
@白い黒-b8g,Indonesia oh Indonesia.... Sedih aing...,0,2025-05-06T09:51:20Z
@Sudut_Meja,"di teknologi gak ada save data lalu di hapus, kan bisa di recovery data. Gak mungkin lah di hapus",0,2025-05-06T09:42:51Z
@ipixvivin638,Semakin canggih teknologi semakin macam2 aja yg akan muncul..😅,0,2025-05-06T09:40:23Z
@ubermotors5026,Darimana tau data retina yg sudah diambil trus dihapus?? Ngaco aja,0,2025-05-06T09:38:33Z
@feriindrawan3403,Blokir lah aplikasi world retina mata,0,2025-05-06T09:24:36Z
@frostex6383,"pemerintah gagal, omon"" doank",0,2025-05-06T09:21:31Z
@hasanbasri6826,"PMRNTH TDK USAH MALU,,LH,,DUIT TRILIUNAN RKYT TDK D BAGI, YAH MRKA CARI APAPUN WT BERTHN HIDUP ,,FAKTA",0,2025-05-06T09:15:51Z
@seltraa,Contoh IQ dan ekonomi Indonesia terbelakang. Yang tak di akui pemerintah kalau Indonesia itu gelap,0,2025-05-06T09:08:25Z
@margarethasidabutar9024,"Ntah lah...bangsa ini membiarkan rakyat nya tdk memiliki jati diri! Dgn scan retina mata..mereka menjual data mereka demi 800ribu. Nanti tiba2 data mereka di pake..mereka juga yg susah!!! Kemarin buru emas ngutang sana sini rela...hadeuh. saya bingung. Ntah lah..apa lagi sebutan nya..di bilang miskin..tapi ngutang pinjol ngutang sana sini..tapi sanggup beli emas walo kadar rendah. Knapa ndak modalin buat jualan, apa ajah sih...ntah lahhhhh...",0,2025-05-06T09:06:56Z
@awibchannel3303,Udah pasti masuk jebakan singa,0,2025-05-06T09:02:52Z
@Komenbiasasaja.,"Bukankah data scan retina itu adalah data privat?  Apalagi yg SDH menggunakan aplikasi berpassword scan retina,  tidakkah riskan.  
Yakinkah data hasil scan itu segera dihapus?",0,2025-05-06T08:55:15Z
@muhammadhatta1694,kasian udh pada miskin di tipu pula,0,2025-05-06T08:52:53Z
@channelgame8927,"Data mahal Lo, ini malah dijual 200rb lebih astaga..",1,2025-05-06T08:49:57Z
@iwannetian2277,Gk mungkin orang memberi uang dgn cuma2...klau gk ada tujuan yg lain...,0,2025-05-06T08:46:42Z
@mursinahmur5995,"Dukung e world bukan janji tapi bukti
Dari pada pemerintah janji bansos sampe kaga sampe sampe",0,2025-05-06T08:40:02Z
@dedyharyanto3674,Teori.. sensitif data WIS ngakali masyarakt.. KTP itu SDH ada photo wajah di kartu identitas g cukup..?? SE x lagi teori..,0,2025-05-06T08:37:23Z
@Historymalangraya,"FAKTANYA KITA KAN SUDAH MENJUAL DATA KITA KEPADA NEGARA PADA SAAT PEREKAMAN,,,KTP, SEBENAR NYA DATA KITA SUDAH DI JUAL DAN DI DAPAT DENGAN MUDAH OLEH PEMERINTAH KITA SENDIRI😂😂😂",0,2025-05-06T08:28:45Z
@Reality_channel789,"INI SANGAT BERBAHAYA,BAGI NEGARA,BILA NEGARA  PEMEINTAH TDK SEGERA MENGHENTIKAN DAN MEBLOKIR APLIKASI SEPERTI INI..",3,2025-05-06T08:05:36Z
@a.rsukahati2402,"ini pengamat ngomong apa ya.... 
logikanya aja, kl mereka mw keluar duit gede, pasti ada keuntungan yg lbih besar dibalik itu,",0,2025-05-06T08:04:15Z
@chandra_222,Cuma saran pakai lah LOGIKA MU & AKAL SEHATMU sebelum menyesal di kemudian hari. Ingat Bro Orang kaya bisa cuci tangan setelah apa yg mereka mau di dapati.,0,2025-05-06T08:00:12Z
@ocaed635,mak2 aki2  data retina yo go oppo wong wes cairrrrr,0,2025-05-06T07:47:38Z
@charleston7970,Nanti menjadi bumerang menangis baru tau rasa.,0,2025-05-06T07:42:12Z
@fauziwarow817,Mental uang cepat dan mudah,0,2025-05-06T07:36:48Z
@antosujarwo5015,Ealah cripto.pasti g beres nih😂,0,2025-05-06T07:36:36Z
@amandanabilamanda4501,Yg kerja bersyukur dah bagi w dikasih uang udah alhamdulilah sekrng keluarga w kelaparan jangankan rt setan juga ngg mau kasih uang itu j yg kerja kerja pemerintahan gaji gede syukurin aja world terus maju kl bisa seluuh rakyat miskin diduluin kl lu kerja jngn coba coba mempermasalahkan penggunaan jadi liatin j😅,0,2025-05-06T07:21:15Z
@lembutmanis7187,Masyarakat dimiskinkan..org laper apapun jadilah..,0,2025-05-06T07:18:10Z
@sugarflami24,"Lebih milih mana hayo? Di world kita ngasih data dapet duit, dan resiko data jebol tinggi atau di kominfo kita ngasih data gak dapet duit, dan resiko data jebol tinggi.",0,2025-05-06T07:07:17Z
@YusufFea-xh8ul,"Inget bro pake logika kalian 

Tidak mungkin mereka dengan mudah nya kita download ini lalu pake retina lalu mendapatkan uang 

1. Pasti ada tujuan dan maksud mengapa dia membuat world 

2. Pasti ada tujuan mengapa menggunakan retina 

3. World pasti bisa masuk Indonesia  karena melihat Indonesia masih banyak yang membutuhkan uang apalagi orang Indonesia pastinua akan berbondong bondong jika denger uang cuma"" 

Pinter juga cara beliau ini😊",0,2025-05-06T07:02:47Z
@agungsugiama7512,di bodoh bodohin terusss,0,2025-05-06T07:02:22Z
@YusufFea-xh8ul,"Alhamdulillah bersyukur ada pekerjaan, saya engga akan pernah mau beginian ngeri😊",0,2025-05-06T06:57:49Z
@ariestanjong5590,Benar adanya indonesia gelap😮😮 pajak kendaraan turun....!!! Sadar wahai penguasa,0,2025-05-06T06:50:33Z
@Noor-Crb,"Inilah bukti bahwa rakyat indonesia sangat kesulitan mencari pekerjaan. Banyak yg nganggur, yg jualan pada sepi. Kasihan saudara-saudaraku. Saya pun merasakan pengeluaran lebih besar dibandingkan pendapatan. Semua serba mahal 😢",2,2025-05-06T06:46:41Z
@JackieChan-b4u,"Gak MASYARAKAT...
Gak PEMERINTAH....Gagal sudah,selagi Blum ada kesadaran.
Korupsi sama saja GK Pemerintah ataupun Masyarakat nya juga sama...blum lgi tentang Pendidikan yg masih jauh serta bagaimna pun 100 Thun ke depn pun Negara ini GK Maju maju.",0,2025-05-06T06:46:30Z
@aultaaulia3355,"nampak kali mas rudy membela para pencuri data, bahaya banget kalo negara diam",0,2025-05-06T06:45:18Z
@timbulhidayat7339,cair 800 rbu kmren,0,2025-05-06T06:41:32Z
@bambangwijanarko1734,Gambaran negara dengan tingkat kemiskinan 60%.,0,2025-05-06T06:37:54Z
@dheasa,"Ngapain coba ngeluarin duit 800k? Bukannya data org indo dijual murah di deep web? Kesempatan bagus si, dari pada gak dpt apa² mending di jual sendiri, toh ujungnya juga sama aja bakal kesebar data pribadi nya.",0,2025-05-06T06:23:49Z
@maulanafirdiansyah8349,"Dijaman yang sudah  menyentuh tekhnologi Ai memang dibutuhkan validasi data diri yang akurat yang bisa meminimalisir penipuan Online yang sudah meradang,,,Good job, Kedepannya sebelumnya saya memang berpredikat bahwa World APP akan berkembang lebih luas lagi ,,,Wallaahu a'lam,,,😁🙏",0,2025-05-06T06:12:12Z
@Neversilent77,"Apa yang di Omongkan Pakar digital itu Bulshitt  soal keamanan.
Ada Kemungkinan data kalian akan di pakai untuk tujuan tertentu. Apalagi Retina itu keamanan tingkat tinggi yang rawan sekali  bisa nyusup ke data perbankan kalian.

Jadi
Saran nya
Lebih baik jangan daftar  . 
Data  kalian lebih berharga ..
Demi data pribadi ..  stop hnya untuk skdar uang sekali cair .",0,2025-05-06T06:10:58Z
@siswanto-nt9dd,Oke gas oke gas 😂,1,2025-05-06T06:10:05Z
@Angga-gt3xh,Masyarakat harus cerdas 😄 jangan mudah tertipu,0,2025-05-06T06:07:31Z
@Kingxiomiredmi,Sudah di bilang miskin masih aja ngeyel.,1,2025-05-06T06:03:06Z
@Ersan-k5k,"Kalau rakyat sdh miskin, mencari pekerjaan susah, dagang ngk laku lagi... Apapun dilakukan rakyat, disinilah awal kehancuran negara. 
10thn jokowi berkuasa negara ini sdh benar2 rusak...",0,2025-05-06T05:47:33Z
@ekkatv5166,"Kenapa setelah viral baru terkuak, pihak keamanan kemana aja?",0,2025-05-06T05:47:11Z
@abudanafamily7322,"Fase menuju Indonesia gelap, cara mudah menuju capturing Indonesia by another country.",0,2025-05-06T05:43:36Z
@abidinbatovchannel6768,Hati hati Dengan aplikasi ini,0,2025-05-06T05:41:13Z
@Hadiprayitno.7,"namanya data pribadi ya privasi, klo diberikan ke orang udah bkn privasi, keamanan pun sudah gak terjamin. pengamat Tolol jd narasumber 😂",0,2025-05-06T05:30:12Z
@sigitnugroho7523,Sutuh BPS lihat ini biar ngaku kalau data kemiskinan mereka itu rekayasa,0,2025-05-06T05:30:02Z
@pemulungdolar6097,"Itu tandanya rakyat pada miskin ,,,pemerintah gagal ,,bubarin aja hapus konoha dari peta dunia",0,2025-05-06T05:29:16Z
@pakemABS,Gak ikut2 lah...... 😂,0,2025-05-06T05:28:39Z
@Otak_Dangkal,Oooiii.. Gampangnya orang Indonesia.,0,2025-05-06T05:28:11Z
@AthayaRizal-d7r,"Itu bukti kalau rakyat sangat miskin dan butuh uang.harusya pemerintah ngerti sih maksud kasus ini tu.jngan byak teori doang sama bacot"" di media apa di tv swasta.",0,2025-05-06T05:14:26Z
@blacksheep534,"ya dari pada data pribadi di jadikan bahan kecurangan di hack orang  dpet duit kagak, mending sklian jual dpet duit. tempat gw si ngak ada kl ada gw juga mau jual lgian ngak penting juga data pribadi di negeri ini",0,2025-05-06T05:13:06Z
@anak.Indonesia2524,"Narasumber nya ini SDH di suap oleh worldcoin sehingga ngomong nya tidak apa apa di scan retina mata, dasar orang bayaran",0,2025-05-06T05:10:31Z
